time_sec,time_nsec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1733338809,32565837,0,0,0,0,0,1e-11,1
1733338809,50016764,0,0,0,0,0,1e-11,1
1733338809,70012865,0,0,0,0,0,1e-11,1
1733338809,89938853,0,0,0,0,0,1e-11,1
1733338809,109976906,0,0,0,0,0,1e-11,1
1733338809,130765397,0,0,0,0,0,1e-11,1
1733338809,150883483,0,0,0,0,0,1e-11,1
1733338809,170269594,0,0,0,0,0,1e-11,1
1733338809,190065309,0,0,0,0,0,1e-11,1
1733338809,210008129,0,0,0,0,0,1e-11,1
1733338809,230028038,0,0,0,0,0,1e-11,1
1733338809,249946058,0,0,0,0,0,1e-11,1
1733338809,270072592,0,0,0,0,0,1e-11,1
1733338809,290052692,0,0,0,0,0,1e-11,1
1733338809,310134073,0,0,0,0,0,1e-11,1
1733338809,332405265,0,0,0,0,0,1e-11,1
1733338809,350108098,0,0,0,0,0,1e-11,1
1733338809,370127623,0,0,0,0,0,1e-11,1
1733338809,389988746,0,0,0,0,0,1e-11,1
1733338809,410028431,0,0,0,0,0,1e-11,1
1733338809,431219390,0,0,0,0,0,1e-11,1
1733338809,450722462,0,0,0,0,0,1e-11,1
1733338809,470002909,0,0,0,0,0,1e-11,1
1733338809,490010050,0,0,0,0,0,1e-11,1
1733338809,509989670,0,0,0,0,0,1e-11,1
1733338809,530024683,0,0,0,0,0,1e-11,1
1733338809,554313235,0,0,0,0,0,1e-11,1
1733338809,570034644,0,0,0,0,0,1e-11,1
1733338809,597178420,0,0,0,0,0,1e-11,1
1733338809,610140798,0,0,0,0,0,1e-11,1
1733338809,629980386,0,0,0,0,0,1e-11,1
1733338809,650040167,0,0,0,0,0,1e-11,1
1733338809,669979243,0,0,0,0,0,1e-11,1
1733338809,689937391,0,0,0,0,0,1e-11,1
1733338809,710038356,0,0,0,0,0,1e-11,1
1733338809,729975577,0,0,0,0,0,1e-11,1
1733338809,750253375,0,0,0,0,0,1e-11,1
1733338809,770018498,0,0,0,0,0,1e-11,1
1733338809,789939558,0,0,0,0,0,1e-11,1
1733338809,818600114,0,0,0,0,0,1e-11,1
1733338809,830597973,0,0,0,0,0,1e-11,1
1733338809,853070798,0,0,0,0,0,1e-11,1
1733338809,875735976,0,0,0,0,0,1e-11,1
1733338809,893628475,0,0,0,0,0,1e-11,1
1733338809,910157635,0,0,0,0,0,1e-11,1
1733338809,932430363,0,0,0,0,0,1e-11,1
1733338809,949979307,0,0,0,0,0,1e-11,1
1733338809,970031824,0,0,0,0,0,1e-11,1
1733338809,990040053,0,0,0,0,0,1e-11,1
1733338810,10135866,0,0,0,0,0,1e-11,1
1733338810,30622275,0,0,0,0,0,1e-11,1
1733338810,50060131,0,0,0,0,0,1e-11,1
1733338810,70194217,0,0,0,0,0,1e-11,1
1733338810,90166605,0,0,0,0,0,1e-11,1
1733338810,110373747,0,0,0,0,0,1e-11,1
1733338810,129993077,0,0,0,0,0,1e-11,1
1733338810,150661439,0,0,0,0,0,1e-11,1
1733338810,170081407,0,0,0,0,0,1e-11,1
1733338810,189961890,0,0,0,0,0,1e-11,1
1733338810,209980423,0,0,0,0,0,1e-11,1
1733338810,230080684,0,0,0,0,0,1e-11,1
1733338810,250010576,0,0,0,0,0,1e-11,1
1733338810,270306167,0,0,0,0,0,1e-11,1
1733338810,290014266,0,0,0,0,0,1e-11,1
1733338810,310266752,0,0,0,0,0,1e-11,1
1733338810,329990755,0,0,0,0,0,1e-11,1
1733338810,350108968,0,0,0,0,0,1e-11,1
1733338810,371215702,0,0,0,0,0,1e-11,1
1733338810,390574965,0,0,0,0,0,1e-11,1
1733338810,410464825,0,0,0,0,0,1e-11,1
1733338810,433657560,0,0,0,0,0,1e-11,1
1733338810,450556547,0,0,0,0,0,1e-11,1
1733338810,469979587,0,0,0,0,0,1e-11,1
1733338810,490498187,0,0,0,0,0,1e-11,1
1733338810,512596673,0,0,0,0,0,1e-11,1
1733338810,530036625,0,0,0,0,0,1e-11,1
1733338810,550023349,0,0,0,0,0,1e-11,1
1733338810,570003994,0,0,0,0,0,1e-11,1
1733338810,589941566,0,0,0,0,0,1e-11,1
1733338810,611033931,0,0,0,0,0,1e-11,1
1733338810,630069032,0,0,0,0,0,1e-11,1
1733338810,650031116,0,0,0,0,0,1e-11,1
1733338810,670355092,0,0,0,0,0,1e-11,1
1733338810,692088198,0,0,0,0,0,1e-11,1
1733338810,710412317,0,0,0,0,0,1e-11,1
1733338810,730073823,0,0,0,0,0,1e-11,1
1733338810,749956003,0,0,0,0,0,1e-11,1
1733338810,770291594,0,0,0,0,0,1e-11,1
1733338810,790045580,0,0,0,0,0,1e-11,1
1733338810,809954672,0,0,0,0,0,1e-11,1
1733338810,830827580,0,0,0,0,0,1e-11,1
1733338810,849937465,0,0,0,0,0,1e-11,1
1733338810,870051775,0,0,0,0,0,1e-11,1
1733338810,890061156,0,0,0,0,0,1e-11,1
1733338810,909981575,0,0,0,0,0,1e-11,1
1733338810,930058221,0,0,0,0,0,1e-11,1
1733338810,949999441,0,0,0,0,0,1e-11,1
1733338810,970024950,0,0,0,0,0,1e-11,1
1733338810,989951098,0,0,0,0,0,1e-11,1
1733338811,9984350,0,0,0,0,0,1e-11,1
1733338811,30066788,0,0,0,0,0,1e-11,1
1733338811,64013915,0,0,0,0,0,1e-11,1
1733338811,70714770,0,0,0,0,0,1e-11,1
1733338811,90275667,0,0,0,0,0,1e-11,1
1733338811,110010390,0,0,0,0,0,1e-11,1
1733338811,130089083,0,0,0,0,0,1e-11,1
1733338811,150036031,0,0,0,0,0,1e-11,1
1733338811,170740457,0,0,0,0,0,1e-11,1
1733338811,191074417,0,0,0,0,0,1e-11,1
1733338811,212197854,0,0,0,0,0,1e-11,1
1733338811,229952912,0,0,0,0,0,1e-11,1
1733338811,250610682,0,0,0,0,0,1e-11,1
1733338811,270018394,0,0,0,0,0,1e-11,1
1733338811,289986910,0,0,0,0,0,1e-11,1
1733338811,310006083,0,0,0,0,0,1e-11,1
1733338811,329980968,0,0,0,0,0,1e-11,1
1733338811,349998092,0,0,0,0,0,1e-11,1
1733338811,369965201,0,0,0,0,0,1e-11,1
1733338811,391173119,0,0,0,0,0,1e-11,1
1733338811,410009786,0,0,0,0,0,1e-11,1
1733338811,429964222,0,0,0,0,0,1e-11,1
1733338811,450277381,0,0,0,0,0,1e-11,1
1733338811,469979912,0,0,0,0,0,1e-11,1
1733338811,490070989,0,0,0,0,0,1e-11,1
1733338811,510120914,0,0,0,0,0,1e-11,1
1733338811,529996309,0,0,0,0,0,1e-11,1
1733338811,550852257,0,0,0,0,0,1e-11,1
1733338811,570070783,0,0,0,0,0,1e-11,1
1733338811,591862450,0,0,0,0,0,1e-11,1
1733338811,609955527,0,0,0,0,0,1e-11,1
